2.032668;0.5229855776;10;0,5;2
2.232872;0.5229855776;10;0,5;2
2.432881;0.5229855776;10;0,5;2
3.334742;0.5228024125;10;0,5;2
3.534642;0.5228024125;10;0,5;2
8.236683;0.5221164227;10;0,5;2
8.436688;0.5221164227;10;0,5;2
8.636519;0.5221164227;10;0,5;2
8.836467;0.5221164227;10;0,5;2
9.036473;0.5221164227;10;0,5;2
11.736343;0.5221164227;10;0,5;2
11.936455;0.5221164227;10;0,5;2
12.136596;0.5221164227;10;0,5;2
12.336538;0.5221164227;10;0,5;2
12.636541;0.5221164227;10;0,5;2
12.786534;0.5221164227;10;0,5;2
12.986329;0.5221164227;10;0,5;2
13.189514;0.5219109058;10;0,5;2
13.439341;0.5219109058;10;0,5;2
13.739292;0.5219109058;10;0,5;2
13.939485;0.5219109058;10;0,5;2
14.139487;0.5219109058;10;0,5;2
14.339304;0.5219109058;10;0,5;2
14.539278;0.5219109058;10;0,5;2
14.839336;0.5219109058;10;0,5;2
15.039463;0.5219109058;10;0,5;2
15.239268;0.5219109058;10;0,5;2
15.439439;0.5219109058;10;0,5;2
15.63944;0.5219109058;10;0,5;2
15.939274;0.5219109058;10;0,5;2
16.139234;0.5219109058;10;0,5;2
16.345965;0.5219109058;10;0,5;2
17.839135;0.5219109058;10;0,5;2
19.441226;0.5210465193;10;0,5;2
19.591078;0.5210465193;10;0,5;2
19.791049;0.5210465193;10;0,5;2
19.991294;0.5210465193;10;0,5;2
20.241289;0.5210465193;10;0,5;2
20.391102;0.5210465193;10;0,5;2
20.591637;0.5210465193;10;0,5;2
20.791486;0.5210465193;10;0,5;2
21.141147;0.5210465193;10;0,5;2
21.441206;0.5210465193;10;0,5;2
21.641242;0.5210465193;10;0,5;2
21.791061;0.5210465193;10;0,5;2
21.941075;0.5210465193;10;0,5;2
22.091053;0.5210465193;10;0,5;2
22.240963;0.5210465193;10;0,5;2
22.491042;0.5210465193;10;0,5;2
22.64105;0.5210465193;10;0,5;2
22.991191;0.5210465193;10;0,5;2
23.141391;0.5210465193;10;0,5;2
23.291028;0.5210465193;10;0,5;2
23.541009;0.5210465193;10;0,5;2
23.704197;0.5210465193;10;0,5;2
23.911141;0.5210465193;10;0,5;2
24.041033;0.5210465193;10;0,5;2
24.191697;0.5203105211;10;0,5;2
24.342195;0.5203105211;10;0,5;2
24.592194;0.5203105211;10;0,5;2
24.742;0.5203105211;10;0,5;2
24.892487;0.5203105211;10;0,5;2
25.042007;0.5203105211;10;0,5;2
25.191996;0.5203105211;10;0,5;2
25.342122;0.5203105211;10;0,5;2
25.492023;0.5203105211;10;0,5;2
25.742232;0.5203105211;10;0,5;2
25.892087;0.5203105211;10;0,5;2
26.042099;0.5203105211;10;0,5;2
26.191908;0.5203105211;10;0,5;2
26.341904;0.5203105211;10;0,5;2
26.541955;0.5203105211;10;0,5;2
26.842228;0.5203105211;10;0,5;2
26.992071;0.5203105211;10;0,5;2
27.141886;0.5203105211;10;0,5;2
27.291987;0.5203105211;10;0,5;2
27.442076;0.5203105211;10;0,5;2
27.592046;0.5203105211;10;0,5;2
27.841865;0.5203105211;10;0,5;2
27.994122;0.5203105211;10;0,5;2
28.141823;0.5203105211;10;0,5;2
28.292019;0.5203105211;10;0,5;2
28.492129;0.5203105211;10;0,5;2
28.642037;0.5203105211;10;0,5;2
28.941841;0.5203105211;10;0,5;2
29.09204;0.5203105211;10;0,5;2
29.292816;0.5194259882;10;0,5;2
29.493176;0.5194259882;10;0,5;2
29.642848;0.5194259882;10;0,5;2
29.84286;0.5194259882;10;0,5;2
30.142739;0.5194259882;10;0,5;2
30.292956;0.5194259882;10;0,5;2
30.49297;0.5194259882;10;0,5;2
30.642753;0.5194259882;10;0,5;2
30.842765;0.5194259882;10;0,5;2
31.04276;0.5194259882;10;0,5;2
31.342937;0.5194259882;10;0,5;2
31.542766;0.5194259882;10;0,5;2
31.74286;0.5194259882;10;0,5;2
31.892909;0.5194259882;10;0,5;2
32.092725;0.5194259882;10;0,5;2
32.343481;0.5194259882;10;0,5;2
32.492656;0.5194259882;10;0,5;2
32.69288;0.5194259882;10;0,5;2
32.89288;0.5194259882;10;0,5;2
33.092853;0.5194259882;10;0,5;2
33.392658;0.5194259882;10;0,5;2
33.542649;0.5194259882;10;0,5;2
33.742682;0.5194259882;10;0,5;2
33.938376;0.5194259882;10;0,5;2
34.092635;0.5194259882;10;0,5;2
34.246629;0.518419683;10;0,5;2
34.496656;0.518419683;10;0,5;2
34.64681;0.518419683;10;0,5;2
34.796809;0.518419683;10;0,5;2
34.946634;0.518419683;10;0,5;2
35.096617;0.518419683;10;0,5;2
35.246632;0.518419683;10;0,5;2
35.404249;0.518419683;10;0,5;2
35.64678;0.518419683;10;0,5;2
35.796693;0.518419683;10;0,5;2
35.946629;0.518419683;10;0,5;2
36.096758;0.518419683;10;0,5;2
36.246579;0.518419683;10;0,5;2
36.396765;0.518419683;10;0,5;2
36.546581;0.518419683;10;0,5;2
36.798218;0.518419683;10;0,5;2
36.946524;0.518419683;10;0,5;2
37.096733;0.518419683;10;0,5;2
37.246578;0.518419683;10;0,5;2
37.39672;0.518419683;10;0,5;2
37.546716;0.518419683;10;0,5;2
37.746601;0.518419683;10;0,5;2
38.04653;0.518419683;10;0,5;2
38.247482;0.518419683;10;0,5;2
38.44651;0.518419683;10;0,5;2
38.646452;0.518419683;10;0,5;2
38.846512;0.518419683;10;0,5;2
39.096679;0.518419683;10;0,5;2
39.248688;0.5182791948;10;0,5;2
39.448477;0.5182791948;10;0,5;2
39.648479;0.5182791948;10;0,5;2
39.848491;0.5182791948;10;0,5;2
40.098444;0.5182791948;10;0,5;2
40.248453;0.5182791948;10;0,5;2
40.448642;0.5182791948;10;0,5;2
40.648634;0.5182791948;10;0,5;2
40.848432;0.5182791948;10;0,5;2
41.048435;0.5182791948;10;0,5;2
41.348398;0.5182791948;10;0,5;2
41.498362;0.5182791948;10;0,5;2
41.698406;0.5182791948;10;0,5;2
41.89859;0.5182791948;10;0,5;2
42.098577;0.5182791948;10;0,5;2
42.39836;0.5182791948;10;0,5;2
42.548376;0.5182791948;10;0,5;2
42.748326;0.5182791948;10;0,5;2
42.948364;0.5182791948;10;0,5;2
43.148354;0.5182791948;10;0,5;2
43.448533;0.5182791948;10;0,5;2
43.648529;0.5182791948;10;0,5;2
43.848334;0.5182791948;10;0,5;2
44.048392;0.5182791948;10;0,5;2
44.250315;0.5176814795;10;0,5;2
44.550481;0.5176814795;10;0,5;2
44.700488;0.5176814795;10;0,5;2
44.900488;0.5176814795;10;0,5;2
