raw_acceleration,sensor,frequency_str,frequency_num,boost_str,boost_num,axis,filename,acceleration_clean,k_raw,error_raw_%
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1077234,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1077234,0.9283034141142965,0.137917857142857
0.1075779721,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1075779721,0.9295583291628157,0.13532093035714282
0.1075779721,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1075779721,0.9295583291628157,0.13532093035714282
0.1075779721,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1075779721,0.9295583291628157,0.13532093035714282
0.1075779721,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1075779721,0.9295583291628157,0.13532093035714282
0.1075779721,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1075779721,0.9295583291628157,0.13532093035714282
0.1075779721,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1075779721,0.9295583291628157,0.13532093035714282
0.1075779721,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1075779721,0.9295583291628157,0.13532093035714282
0.1075779721,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1075779721,0.9295583291628157,0.13532093035714282
0.1075779721,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1075779721,0.9295583291628157,0.13532093035714282
0.1075779721,1,10,10.0,0.1,0.1,X,1-s 10hz-0.1.csv,0.1075779721,0.9295583291628157,0.13532093035714282
