0;2.504826069
0.21082;2.504826069
0.410999;2.504826069
0.620368;2.50592804
0.820006;2.50592804
1.019898;2.50592804
1.219843;2.50592804
1.419824;2.50592804
1.619761;2.50592804
1.819988;2.50592804
2.019861;2.50592804
2.219946;2.50592804
2.419949;2.50592804
2.619957;2.50592804
2.819803;2.50592804
3.077973;2.50592804
3.269826;2.50592804
3.469895;2.50592804
3.66992;2.50592804
3.869898;2.50592804
4.069898;2.50592804
4.269749;2.50592804
4.474129;2.50592804
4.669705;2.50592804
4.869803;2.50592804
5.069871;2.50592804
5.269799;2.50592804
5.469851;2.50592804
5.678993;2.506091595
5.878715;2.506091595
6.078649;2.506091595
6.278682;2.506091595
6.478685;2.506091595
6.678823;2.506091595
6.878799;2.506091595
7.078659;2.506091595
7.278656;2.506091595
7.478605;2.506091595
7.678641;2.506091595
7.878636;2.506091595
8.078778;2.506091595
8.278745;2.506091595
8.478663;2.506091595
8.678608;2.506091595
8.878569;2.506091595
9.078747;2.506091595
9.278719;2.506091595
9.478726;2.506091595
9.678733;2.506091595
9.878574;2.506091595
10.078554;2.506091595
10.278587;2.506091595
10.478695;2.506091595
10.688954;2.506145
10.88868;2.506145
11.088677;2.506145
11.288674;2.506145
11.538496;2.506145
11.741789;2.506145
11.988646;2.506145
12.188622;2.506145
12.388619;2.506145
12.588626;2.506145
12.788524;2.506145
12.988456;2.506145
13.188404;2.506145
13.38859;2.506145
13.588597;2.506145
13.788571;2.506145
13.988577;2.506145
14.188622;2.506145
14.388428;2.506145
14.589317;2.506145
14.838544;2.506145
15.038383;2.506145
15.238547;2.506145
15.438519;2.506145
15.647702;2.506124973
15.89738;2.506124973
16.147353;2.506124973
16.397488;2.506124973
16.647497;2.506124973
16.897474;2.506124973
17.147319;2.506124973
17.397357;2.506124973
17.647509;2.506124973
17.897323;2.506124973
18.147449;2.506124973
18.397451;2.506124973
18.647276;2.506124973
18.897178;2.506124973
19.147245;2.506124973
19.397389;2.506124973
19.647393;2.506124973
19.897192;2.506124973
20.14716;2.506124973
20.397184;2.506124973
20.655663;2.506270409
20.907628;2.506270409
21.155344;2.506270409
21.405199;2.506270409
21.655221;2.506270409
21.905224;2.506270409
22.155228;2.506270409
22.405319;2.506270409
22.655288;2.506270409
22.905166;2.506270409
23.155218;2.506270409
23.441939;2.506270409
23.656162;2.506270409
23.906141;2.506270409
24.156313;2.506270409
24.406163;2.506270409
24.656065;2.506270409
24.906048;2.506270409
25.156231;2.506270409
25.41433;2.506370783
25.66409;2.506370783
25.914911;2.506370783
26.164012;2.506370783
26.414039;2.506370783
26.664041;2.506370783
26.914116;2.506370783
27.164091;2.506370783
27.422402;2.506370783
27.714049;2.506370783
27.964018;2.506370783
28.214048;2.506370783
28.464007;2.506370783
28.713955;2.506370783
28.963899;2.506370783
29.214032;2.506370783
29.464;2.506370783
29.713971;2.506370783
29.963849;2.506370783
30.213958;2.506370783
30.463829;2.506370783
30.713813;2.506370783
30.964216;2.506370783
31.21396;2.506370783
31.464137;2.506404877
31.713869;2.506404877
31.963739;2.506404877
32.213739;2.506404877
32.46404;2.506404877
32.713872;2.506404877
32.96382;2.506404877
33.213823;2.506404877
33.463798;2.506404877
33.713849;2.506404877
33.963951;2.506404877
34.213784;2.506404877
34.463787;2.506404877
34.714355;2.506404877
34.963649;2.506404877
35.213771;2.506404877
35.463733;2.506404877
35.713775;2.506404877
35.963756;2.506404877
36.21376;2.506404877
36.469971;2.506307602
36.71972;2.506307602
36.969715;2.506307602
37.21983;2.506307602
37.469654;2.506307602
37.719619;2.506307602
37.96966;2.506307602
38.219804;2.506307602
38.469768;2.506307602
